gene	COUNT(id)
ZC3H14	61
DGKD	61
NEDD9	61
PLK4	61
NEK9	61
IDE	61
MIEF1	61
PIAS2	61
HPS5	61
PUM1	61
TM9SF4	60
CCND2	60
IQGAP1	60
CCNL1	60
IPO5	60
SIDT1	60
FANCD2	60
LMBR1	60
NUP50	60
CFLAR	60
CYFIP2	60
SMARCAD1	60
MYO1E	60
STAT6	59
IFI16	59
UBE2J1	59
ST8SIA4	59
CDC27	59
EXOC5	59
CTNNB1	59
SPG11	59
CLCC1	59
ACTR3	59
RNF10	59
ECT2	59
NUP153	59
ZCCHC7	59
NUP214	59
AVL9	59
AGTPBP1	59
MAPK6	59
OAS3	59
OXR1	59
EPB41L2	58
BUB1	58
IRF4	58
OAS2	58
ZMYND8	58
PPP2R5C	58
EFR3A	58
TPX2	58
PHKB	58
TNPO1	58
API5	58
FAM13B	58
SPIDR	57
XPOT	57
LRBA	57
FCHSD2	57
UBA6	57
DCAF8	57
FAM126A	57
SNX14	57
RRM2B	57
AK2	57
ATP7A	57
SEL1L	57
AKAP13	57
HLA-A	56
SEC24A	56
GCN1	56
PRRC2A	56
PDCD6IP	56
SLC39A9	56
INSIG1	56
TNKS	56
TMEM94	56
CNOT8	56
KRIT1	56
SPTAN1	56
BCL2L13	56
NCKAP1L	56
RACGAP1	56
TBC1D9B	56
KCTD20	56
DIS3	56
LDAH	56
ADAM10	55
DDX3X	55
YEATS2	55
RCOR3	55
PPP6R2	55
JAK2	55
ERAP1	55
ATAD1	55
SLC25A40	55
SLC38A2	55
EIF4B	55
CCDC50	55
CDK12	55
VIRMA	55
PARP4	54
RNF213	54
CCAR1	54
DOCK10	54
SSH2	54
ZBTB1	54
CERT1	54
FOXN2	54
IPCEF1	54
RAB3GAP2	54
CKAP5	54
CCP110	54
THUMPD3	53
GLYR1	53
UBE3A	53
CSNK2A1	53
SAMD9L	53
UBE3B	53
PML	53
SLFN11	53
RBPJ	53
SLAMF1	53
HSP90B1	53
RNF44	53
DST	53
DCAF6	53
CABIN1	53
YTHDF3	53
ANP32E	53
DNAJC10	53
NF1	52
PHF8	52
MX2	52
MSN	52
USP10	52
RABGEF1	52
ACSL3	52
SLAMF7	52
PIP5K1A	52
DUSP16	52
SEMA4A	52
DLGAP5	52
APBB2	52
ZNF638	52
DIDO1	52
PAX5	52
DTL	52
ZMYM6	52
SART3	52
MED15	52
GFPT1	51
UBA1	51
BACH1	51
BZW1	51
ZWINT	51
FBXL5	51
ARHGEF2	51
SF3B1	51
SUGP2	51
USP4	51
NCOA7	51
TTC3	51
EXOC7	51
GATAD2A	51
SPECC1L	51
RANBP2	51
DNM1L	51
SP140	51
SCAF11	51
DHX30	51
UBE4A	51
MYNN	51
DGLUCY	51
SGSM3	50
MIOS	50
FAM120B	50
HNRNPH1	50
BCLAF1	50
SP3	50
CLASP2	50
TTF2	50
FAM135A	50
BMF	50
MCTP1	50
SEC61A1	50
USP33	50
POLA1	50
DMXL1	50
ESYT1	50
ALPK1	50
CMTR1	50
DCP2	50
KLC1	50
SH3TC1	50
SRSF11	50
SCYL2	50
AP3M1	50
MIER1	50
INPP5D	50
RECQL	50
AP1G1	50
CEP57	50
SLC38A10	50
USP15	49
ATG13	49
TCIRG1	49
USP14	49
AHRR	49
MIA3	49
GART	49
HPS1	49
ZBTB21	49
CTNND1	49
ARHGEF6	49
UHRF1	49
POLR1B	49
SEC62	49
SEC23IP	49
POLK	49
MCPH1	49
SMC2	49
CEP44	49
RCBTB2	49
PPP2R1B	49
LYPLA1	49
NPEPPS	49
MTHFD1	49
RALGPS2	49
ACIN1	49
DHX15	48
PFKFB4	48
SERPINB9	48
NUP160	48
PARP14	48
PAICS	48
CD164	48
KPNB1	48
PAK2	48
KCNAB2	48
NAP1L1	48
NUP58	48
CTDSPL2	48
SHLD2	48
SUPT6H	48
RAB30	48
VPS39	48
RHBDD1	48
EDC4	48
AGPAT3	48
ZNF544	48
CTC1	48
RNGTT	48
PRPF40A	48
CORO1A	48
DDX3Y	48
GABPA	48
SNX29	48
PFAS	48
AMBRA1	48
GPATCH2L	48
ABCC4	48
BLOC1S6	47
IPO11	47
GOSR2	47
FIGNL1	47
NCOA2	47
CD226	47
NCAPG	47
IRF8	47
CD44	47
TIAL1	47
ASCC3	47
RCSD1	47
MSL3	47
FCMR	47
TMEM30A	47
TMC8	47
SMC1A	47
KANSL3	47
SETD5	47
HSPH1	47
KDM5C	47
SLC30A9	47
HNRNPUL1	47
HNRNPH3	47
ANKRD28	47
SEPTIN7	47
KIF2A	47
SP110	47
CYBC1	47
VPS13B	47
PARG	47
RAF1	47
USP47	47
SMARCA5	47
KNTC1	47
ZNF655	47
ADIPOR2	47
SEC23B	47
PRPF8	47
AGPAT5	47
DOK3	47
AP3B1	46
SLC30A5	46
CLASP1	46
RAB3GAP1	46
ZNF195	46
FBXW2	46
NCBP1	46
HBS1L	46
INVS	46
EXOC2	46
HNRNPR	46
RAB8B	46
TIA1	46
MCOLN2	46
WWP2	46
HIPK3	46
ORC4	46
NRDC	46
PPHLN1	46
UBE2G1	46
GFM1	46
NAP1L4	46
ECPAS	46
NLRP1	46
ADAM9	46
SLC43A3	46
CD47	46
AK4	46
GOLGB1	46
NDC1	46
CHFR	46
RBL1	46
JADE2	46
P2RY8	46
PCMTD2	45
PARPBP	45
VRK2	45
ADPGK	45
CHD4	45
RAD21	45
PRC1	45
KIF11	45
TPD52	45
ZNF410	45
MFSD14A	45
IFNAR2	45
P4HA1	45
NCAPD2	45
SLC44A2	45
LNPK	45
ZNF41	45
SH3KBP1	45
CD46	45
WASHC2C	45
ZNF451	45
SLC17A9	45
RAD50	45
WDR91	45
SETX	45
ELMO1	45
GUF1	45
FYTTD1	45
UBE4B	45
DMTF1	45
METTL13	45
TMBIM6	45
PATL1	44
FASTKD1	44
TCF19	44
USP3	44
EPB41	44
SPOP	44
ELP2	44
CDK14	44
EIF4E	44
LSM14A	44
MRPS27	44
TNPO3	44
TXNRD1	44
NFRKB	44
FBXO38	44
TMEM263	44
FAM111A	44
CAD	44
ARIH2	44
PHC3	44
CBX5	44
FCRL5	44
GPAT2	44
POLR1A	44
LMNB1	44
ZNF45	44
BECN1	44
LONP2	44
RFX5	44
DDX39A	44
USP38	44
GTF3C2	44
TMPO	44
PPIP5K1	44
MAP3K4	44
LAPTM5	44
AQR	43
BCL2	43
DDHD2	43
NUP188	43
ZNF207	43
TUT7	43
QRICH1	43
ATE1	43
KANK2	43
TRAF3IP3	43
RBL2	43
SOAT1	43
PTBP1	43
FAN1	43
ANO6	43
ITPR2	43
PTPN11	43
COPB1	43
TTC17	43
RNMT	43
NOLC1	43
LMO7	43
CLDND1	43
RFWD3	43
ACADM	43
HNRNPU	43
NSUN2	43
BCOR	43
BNIP2	43
CNOT2	43
XPNPEP1	43
ANKRD13C	43
PFKL	43
HK1	43
WDR41	43
SSR3	43
ZNF654	42
STK10	42
ZDHHC20	42
CBFA2T3	42
RANBP3	42
AFF1	42
CLINT1	42
NUP205	42
HERC4	42
EBLN3P	42
TPCN1	42
NONO	42
LIN54	42
CEP78	42
SRSF7	42
BTF3L4	42
TSN	42
LPCAT1	42
UBR7	42
GALNT2	42
WASHC2A	42
KIF23	42
SEPTIN11	42
ATF7IP2	42
HEATR1	42
TAF1C	42
BCAT1	42
ARHGAP45	42
GSE1	42
WDFY1	42
TFDP1	42
KAT6A	42
ZKSCAN5	41
UGDH	41
NFATC3	41
ZBTB14	41
GCSAM	41
PHTF2	41
HNRNPA1	41
NXPE3	41
LARS2	41
NEMP1	41
HSPA9	41
BIRC2	41
PRKAA1	41
SRSF3	41
TAX1BP1	41
TAP1	41
TNFAIP8	41
TRAF1	41
TBC1D14	41
NUB1	41
ZNF268	41
MDC1	41
AREL1	41
SSR1	41
DARS2	41
RNF138	41
SPECC1	41
KDM6A	41
TRERF1	41
KDM3A	41
PTER	41
INTS13	40
NFX1	40
INTS14	40
SEC24B	40
ANKRD10	40
HELLS	40
RUBCN	40
AMMECR1L	40
SKIV2L	40
NAMPT	40
BRCA1	40
XPR1	40
RERE	40
PDXDC1	40
PIK3CB	40
CALU	40
UTP15	40
SLC1A4	40
SEH1L	40
RBBP8	40
EP400	40
TNPO2	40
PAFAH1B1	40
TCEA1	40
UHRF1BP1L	40
VPS41	40
STRADA	40
NF2	40
DIP2B	40
CEP192	40
IPO8	40
CPSF7	40
AKAP11	40
TMED5	40
TRAM1	40
HSPD1	40
TRPM7	40
ITCH	40
ARHGEF1	40
PCNP	40
STX7	40
BIRC6	40
NCAPD3	40
CS	40
RPTOR	40
LIG3	40
PALM2AKAP2	40
ACTG1	39
TMOD3	39
NMD3	39
ACSL1	39
HUWE1	39
ZNF100	39
NAT10	39
TRAF3	39
TWSG1	39
MMS19	39
SHOC2	39
FAS	39
U2SURP	39
POT1	39
HSP90AB1	39
GAS7	39
CYTH1	39
MCCC2	39
RALGAPB	39
IKZF5	39
NLGN4Y	39
OPTN	39
DARS1	39
BIVM	38
JCHAIN	38
ACAD10	38
BTLA	38
MPZL1	38
NSD2	38
TNFRSF8	38
RPN2	38
ZC3H7A	38
FAM172A	38
CGGBP1	38
USP9X	38
ITGB2	38
PPRC1	38
CEPT1	38
TNFRSF10B	38
SKA3	38
COPS2	38
FDFT1	38
CEP250	38
PARP9	38
SRSF5	38
ERCC6	38
SELENOI	38
EFCAB14	38
IREB2	38
MCM5	38
CACNB4	38
TDP1	38
HMGCS1	38
TRAF5	38
DUSP22	38
MAGED1	38
MTMR4	38
MBTPS1	38
TMEM209	38
RIOK3	38
YY1AP1	38
ATP10D	38
DIS3L	38
TAOK3	38
CLCN3	38
NAXD	38
ELP1	38
SYMPK	38
ACAP2	38
CPNE3	38
PNPT1	38
C15orf39	38
MRTFA	38
ACLY	38
ANKFY1	38
SPAG5	38
IPO9	37
SCD	37
MAP3K7	37
ZRANB2	37
EIF2AK2	37
SCIMP	37
KDM5D	37
ERI2	37
SMAD2	37
IKBKB	37
EML4	37
BUB3	37
PROSER1	37
IL4R	37
IVD	37
INTS8	37
SNX19	37
IST1	37
DCUN1D1	37
LDHA	37
DNMT3A	37
JADE1	37
UBE2K	37
COPG1	37
SINHCAF	37
CNOT4	37
CUL4B	37
EEF1A1	37
MSH6	37
ATP5F1B	37
PCNX4	37
PARP15	37
TRAPPC11	37
TP53BP1	37
TMX3	37
ANP32A	37
WDHD1	37
WDR3	37
PDIA4	37
ANKHD1	37
RAB10	37
PDS5B	37
ARF3	37
NUSAP1	37
RASA1	37
ACOX3	37
WDR33	37
HNRNPM	37
ANKRD17	36
PASK	36
HECW2	36
OGDH	36
FGR	36
HMGB1	36
MOV10	36
ELL2	36
ABCE1	36
TXLNA	36
FHOD1	36
ZNF148	36
RNF38	36
RBM47	36
SND1	36
ERBIN	36
ALG13	36
ITPRID2	36
TP63	36
TRMT1L	36
TNFRSF19	36
ZNF26	36
LRRC28	36
XPO4	36
STYX	36
CKAP2	36
EMSY	36
PDCD11	36
CDK5RAP3	36
ZFAND5	36
FAM91A1	36
INTS2	36
HELZ	36
USP19	36
UVRAG	36
RPS6KC1	36
IFNAR1	36
CPSF2	36
CD53	36
COX15	36
FXR1	36
ZNF592	36
SCMH1	36
SMAD5	36
CDC7	36
MFF	36
PACSIN2	36
MAPK8	36
IFI44	35
NCOR1	35
DENND4C	35
KDM4C	35
NLN	35
KDM5B	35
SASH3	35
PPM1K	35
UBR1	35
B4GALT1	35
HK2	35
SMG5	35
DCAF11	35
CCAR2	35
VOPP1	35
BRIP1	35
MED1	35
SLC39A14	35
TAF1	35
PLEKHM1	35
BUB1B	35
MYO1C	35
PARN	35
GZF1	35
MARCHF6	35
IRF9	35
ADK	35
ASCC2	35
EDRF1	35
THEMIS2	35
SPCS3	35
CCDC82	35
SRPRA	35
RASSF2	35
GGA2	35
MTREX	35
HSPA4	35
P2RY10	35
ACSL5	35
ARPP19	35
MINK1	35
SLC25A32	35
AP5M1	35
ZWILCH	35
SYNE2	35
RPE	35
DEPDC5	35
RUBCNL	35
ACTB	35
PRDM15	35
PPP2CA	35
PARP1	34
POLR2M	34
CDK5RAP2	34
KDM2B	34
TARDBP	34
NPC1	34
DLAT	34
ENO1	34
URB2	34
ZMYM3	34
FANCA	34
HNRNPF	34
AURKA	34
STK26	34
XRN1	34
CANT1	34
ACTR2	34
CTBS	34
SLC10A7	34
TCERG1	34
ZNF141	34
RNH1	34
TOR1AIP2	34
PLS3	34
RAD54L2	34
RNF40	34
CCDC14	34
RCC1	34
RAB6A	34
UBR2	34
IQSEC1	34
DEPDC1	34
SLC12A8	34
ZNF827	34
MYO18A	34
EXO1	34
UHMK1	34
SUPT16H	34
LINC00667	34
BTAF1	34
ATG4C	34
ZNF317	34
GANC	34
TMEM200A	34
PJA2	34
CREM	34
ANKRD27	34
HLTF	34
METTL8	34
TXLNGY	34
TMEM33	33
PLD1	33
ATXN2	33
TRAPPC9	33
POU2AF1	33
ZDHHC21	33
ATXN1	33
MAP4K1	33
HNRNPDL	33
INTS3	33
ARHGAP9	33
TRIM37	33
LUC7L2	33
CD86	33
ATP6V0A1	33
ARID3B	33
WASHC5	33
TRAC	33
LYSMD3	33
EHBP1	33
PHF6	33
CCR6	33
PIK3C2A	33
PKM	33
NBN	33
ITGB1	33
PTP4A1	33
INSIG2	33
PPIL2	33
GDI2	33
SCARB1	33
ARMH3	33
SCAF4	33
SPIN1	33
PFKM	33
LPIN1	33
HEATR5B	33
MIS18BP1	33
CNOT7	33
GNAI3	33
ZNF217	33
NRAS	33
CRTC3	33
FAM204A	33
GPAT4	33
ERLIN2	33
GORASP2	33
RPRD2	33
METAP1	33
CRKL	33
SLC2A5	33
SRC	33
ZSCAN25	33
ESPL1	33
USP6NL	33
FAM210A	32
ZBTB32	32
ALDH18A1	32
SON	32
DELE1	32
ACTR8	32
ETF1	32
CHERP	32
SEC23A	32
PPFIBP1	32
IDH3A	32
RTTN	32
DDX18	32
APTX	32
ZNF800	32
CAMTA2	32
DDX17	32
SLC16A1	32
MCM3	32
RLIM	32
PIK3C3	32
AGPS	32
P4HB	32
GOLT1B	32
CDC42	32
RBM6	32
PTPN7	32
KMT2E	32
MASTL	32
DRAM2	32
RFC1	32
HSDL2	32
TRIM22	32
SFXN1	32
ATIC	32
XRCC5	32
ATL2	32
CRYZ	32
SKP2	32
TBK1	32
NOD2	32
RBBP4	32
MAGED2	32
GLE1	32
PDIA6	32
SUB1	32
PMS1	32
HERC3	32
MED24	32
TPM3	32
IMPA1	32
CYP51A1	32
CYRIB	32
RGS3	32
EIF2S3	32
STK4	32
LRRC41	32
FAR1	32
C5orf22	32
EPS15L1	32
POLD1	32
ADGRG5	31
ABCA6	31
ALCAM	31
SLC9A8	31
SLCO4A1	31
RIPOR2	31
QTRT2	31
SLC35F5	31
NIPBL	31
CAP1	31
RNASET2	31
BLM	31
EVL	31
PLAC8	31
RRN3	31
MRS2	31
ILRUN	31
AFG3L2	31
ANAPC5	31
EIF5	31
ACSL4	31
PIGG	31
PPP1R16B	31
AMPD3	31
PRORP	31
MCM9	31
RBM4	31
ST13	31
CDS2	31
CTNNA1	31
PCSK7	31
DENND2D	31
ANKRD44	31
ANAPC16	31
H3-3B	31
SLC30A7	31
RO60	31
GGA3	31
WAC	31
TRPC4AP	31
HERPUD1	31
ITSN2	31
ZSCAN32	31
HDAC1	31
AP1B1	31
NPRL3	31
PRMT2	31
ZNF614	31
ZNF180	31
NBAS	31
FRYL	31
DDB1	31
GCFC2	31
CD74	31
NUDCD3	31
NGLY1	31
IRF2	31
RPS6KB1	31
LRRC8D	31
RELCH	31
VPS36	31
STK17B	31
DICER1	31
SCAF8	31
PSEN1	31
MGRN1	31
TEX9	31
MAPK1IP1L	31
TOP3A	31
CUL5	31
GSDME	31
DHX8	31
MLLT3	31
MAPK7	31
GLG1	31
GDAP2	31
SNAP23	31
LAP3	30
KIAA0319L	30
CENPO	30
RHOH	30
SNRNP200	30
SYNE3	30
ZNF260	30
ATAD2	30
PLCG1	30
TINF2	30
ZNF142	30
COG3	30
CR2	30
R3HCC1L	30
TARS1	30
EIF4E2	30
PIK3R5	30
RBM5	30
TMEM39A	30
TCAF2	30
C18orf25	30
NASP	30
CCDC88A	30
ELMO2	30
TMF1	30
RESF1	30
ZNF615	30
FKBP5	30
GNL3	30
SKA2	30
SAE1	30
MTHFD2	30
SYTL3	30
SMPD4	30
IPO7	30
MAPRE1	30
NBPF15	30
TRIM26	30
UNC13D	30
DMD	30
FHIP2A	30
POLDIP3	30
TUT4	30
SEC22B	30
ALDOA	30
NBPF9	30
NFYB	30
PDPR	30
USP45	30
CALM3	30
CUL9	30
SLC7A1	30
LCOR	30
NUP133	30
NAA50	30
CMTR2	30
TUBGCP3	30
GTPBP1	30
RBM23	30
BRD8	30
DYNC1I2	30
ITPR1	30
HMMR	30
TMUB2	30
LIMD1	30
CHEK1	30
MYO9A	30
SLC25A46	29
ELAC2	29
PRKDC	29
SCAP	29
KPNA6	29
DCTN1	29
WDR20	29
TFDP2	29
SLC3A2	29
MFN1	29
RPL7L1	29
RSRC1	29
RASA3	29
DHX38	29
LSM12	29
PDE4B	29
MFN2	29
SLC35E2B	29
TMED7	29
EFTUD2	29
MED12	29
HNF1B	29
BCL2L11	29
SRPK1	29
CPNE1	29
ZNF267	29
ANXA11	29
EPB41L5	29
DNAJC3	29
EIF2AK3	29
MTAP	29
GOLGA3	29
SERP1	29
MTF2	29
GBP2	29
JAK1	29
ARHGEF9	29
SNX13	29
EHD4	29
RBCK1	29
ICMT	29
CAPN1	29
PIK3CG	29
SAR1A	29
ARGLU1	29
FTO	29
FAM104A	29
HS2ST1	29
CXXC1	29
IFIH1	29
COG6	29
UBR5	29
CEP43	29
ADD3	29
ABCC1	29
NDE1	29
SUV39H2	29
MALAT1	29
CYFIP1	29
LINS1	29
MTRR	29
GRB2	29
ZNF687	29
DUSP10	29
ABCF2	29
OXCT1	29
GTF3C3	29
MBNL2	29
CASP2	29
PDLIM5	29
TKFC	29
CYB5B	29
DSE	29
INTS6L	29
BMI1	29
BBX	29
SUPT7L	29
CHTF8	29
STT3A	29
EIF5B	29
SET	29
DDX31	29
XPO7	29
G2E3	29
CBLL1	29
S100PBP	29
HM13	29
COASY	29
TBC1D31	29
ZDHHC3	28
MGA	28
WDR37	28
CIRBP	28
SRSF10	28
DENND4B	28
DENND1C	28
IRF7	28
CYTIP	28
RNF6	28
NT5C3A	28
IGF2BP3	28
DERL1	28
NR3C1	28
TMX1	28
SNX11	28
PCNT	28
VPS26C	28
MAST3	28
FBXW11	28
CNDP2	28
ENTPD6	28
CDC73	28
CDC6	28
JPT2	28
SOCS4	28
MLH1	28
DDX39B	28
KAT6B	28
FBXO22	28
NRCAM	28
PCGF3	28
EPRS1	28
STARD13	28
PARVB	28
PLEKHB2	28
CDK6	28
ZNF548	28
PRRC1	28
KDM1B	28
UBA5	28
CEP57L1	28
RXRA	28
CD2AP	28
NFYC	28
INPP5B	28
ZNF384	28
TIMELESS	28
PAN2	28
BTRC	28
UBQLN1	28
NCAPH	28
VCPIP1	28
ICAM1	28
SMARCE1	28
HLA-DQB1	28
C2CD5	28
GEN1	28
C7orf50	28
CCT6A	28
NAA60	28
RIF1	28
CALCRL	28
DR1	28
SEC24D	28
MYO9B	28
LAT2	28
LARP7	28
CBFB	28
SLC9B2	28
TBC1D4	28
TBRG4	28
SETD3	28
PPP1R15B	28
GMFB	28
SLAIN2	28
MTDH	28
SH3BP2	28
NDUFA10	28
PPP6C	28
LIN7C	28
BIRC5	28
PPP4R1	28
BCL10	28
PXK	28
GNPDA2	27
KIAA0040	27
GPR180	27
TM9SF2	27
CHD1L	27
CALHM2	27
AMD1	27
RICTOR	27
NHLRC2	27
CHD9	27
NDUFS1	27
KDM4A	27
PAPOLG	27
MPPE1	27
RTCA	27
TEX10	27
ALOX5	27
ADAM8	27
RIN3	27
ANXA7	27
PTPN23	27
TBL1XR1	27
SYNE1	27
NISCH	27
TSR1	27
CPSF1	27
FGFR1OP2	27
GALNT6	27
TCAIM	27
RPS6KA1	27
MRE11	27
SLC6A6	27
TTI1	27
FDPS	27
CASC3	27
TCP1	27
HMGN2	27
PEX19	27
SRSF2	27
RIC1	27
TNFRSF13B	27
RPL15	27
LDLR	27
CHTOP	27
KIF4A	27
HACE1	27
STARD3NL	27
WDR77	27
BABAM2	27
COL5A1	27
ESCO2	27
LGALS8	27
BTN2A1	27
CUL1	27
HPS3	27
CTPS2	27
HADHA	27
PGM3	27
TOR1AIP1	27
METTL15	27
NCSTN	27
APOBEC3F	27
SLC25A12	27
ARCN1	27
KAT14	27
IL6ST	27
ATXN2L	27
ZNF202	27
SPIB	27
ATRX	27
ARHGAP4	27
RHOT1	27
BICD1	27
KIAA1191	27
MED23	27
NAPB	27
RGL1	27
ARHGAP19	27
OSBPL8	27
SEPTIN6	27
SIKE1	27
LRCH1	27
SERINC3	27
TMEM135	27
STAT5A	27
TBCK	27
CD274	27
TMCC3	27
CD59	27
FOXJ3	27
FNIP1	27
CCNL2	27
AGGF1	27
SAP130	27
CDKAL1	27
UBE2V1	27
MARCHF8	27
SMARCC2	27
SAMHD1	27
ZNF644	27
CCDC90B	27
DRAM1	27
SCLT1	27
SZRD1	27
TBC1D15	27
USP1	27
YLPM1	27
MAT2A	27
POLR2A	27
RAP1A	27
TANK	27
RNF146	27
NUP93	27
CD38	27
MAP3K8	27
EZR	27
DAG1	26
DHX57	26
PCYT1A	26
SCFD1	26
ZC3H18	26
ZFY	26
OAS1	26
SFI1	26
PHF19	26
RSPRY1	26
ZNF215	26
PPP1R10	26
TGIF2	26
MTMR14	26
CIT	26
GRSF1	26
GTF2H1	26
AFTPH	26
EIF2S1	26
EIF3C	26
FLI1	26
DCTN5	26
SRP72	26
CHD3	26
SEC63	26
WBP11	26
CPD	26
DCTD	26
MPI	26
SEPSECS	26
LAMP3	26
TANGO6	26
ORC2	26
C6orf89	26
ASAH1	26
RSRC2	26
RAD51AP1	26
YWHAB	26
UBXN2B	26
PISD	26
RFTN1	26
BLNK	26
TLR1	26
DOCK11	26
WDR6	26
PNPLA6	26
CNN2	26
ZNF788P	26
TARS2	26
GMCL1	26
COG5	26
NEPRO	26
POC1B	26
CCT2	26
ZFAT	26
CSNK1G3	26
OXSR1	26
KCNN3	26
GMIP	26
FNBP4	26
KARS1	26
ZFAND4	26
CDC25B	26
ACOX1	26
TPGS2	26
TMEM164	26
TOP2A	26
HSH2D	26
ACO2	26
LRCH3	26
HERC1	26
PFKFB3	26
TRRAP	26
MDM2	26
C12orf4	26
ENOX2	26
FUBP1	26
SPAST	26
KANSL2	26
DNAJA2	26
USO1	26
URB1	26
EEF2	26
TRA2B	26
ZNF3	26
HMGA1	26
DEPDC1B	26
FERMT3	26
MACF1	26
SDHA	26
FKBP15	26
SURF4	26
HMGXB3	26
ARPC1B	26
ZNF559	26
TRABD	26
DEK	26
CEP63	26
ZFYVE26	26
AKAP8	26
HIF1A	26
OGA	26
SACM1L	26
USP37	26
ROCK1	26
MAX	26
ZNF664	26
EDC3	26
MYBBP1A	26
KLHL12	26
