	E1	E3
10026_19958694_20086481	7.0	0.0
10026_19958723_20086695	23.0	0.0
10026_19958728_20086481	0.0	13.0
10026_19958729_20086745	0.0	25.0
10027_19958927_20086746	0.0	8.0
10027_19958998_20086481	4.0	0.0
10027_19958998_20086691	4.0	0.0
10028_19958993_20086481	0.0	10.0
10028_19958998_20086691	0.0	8.0
10028_19958998_20086695	4.0	0.0
10029_19959956_20086481	0.0	3.0
10029_19959956_20086692	6.0	0.0
1002_30932862_31065717	4.0	0.0
10030_19959956_20086695	5.0	0.0
10031_20052275_20086695	3.0	0.0
10032_19958723_20022784	2.0	0.0
10033_20138250_20161057	9.0	0.0
10033_20138252_20161064	0.0	7.0
10033_20140805_20161052	2.0	0.0
10034_20403673_20525862	3.0	0.0
10035_20403673_20525848	0.0	22.0
10035_20403674_20525850	20.0	0.0
10036_20567137_20641782	0.0	2.0
10036_20567142_20642894	4.0	0.0
10036_20567144_20642949	0.0	2.0
10037_20567138_20691440	0.0	10.0
10037_20567142_20691445	7.0	0.0
10038_20567159_20691356	4.0	0.0
10039_20728931_20773961	5.0	0.0
1003_30932862_31065717	10.0	0.0
10040_20768876_20773943	2.0	0.0
10041_20778260_20902752	0.0	5.0
10041_20778875_20902746	0.0	16.0
10041_20778877_20902752	6.0	0.0
10041_20779131_20902746	43.0	145.0
10041_20779248_20902769	0.0	6.0
10041_20779248_20902771	4.0	0.0
10041_20779738_20902744	3.0	0.0
10041_20779738_20902764	0.0	6.0
10041_20779986_20902755	0.0	3.0
10041_20780164_20902752	0.0	12.0
10041_20780166_20902752	6.0	0.0
10041_20780572_20902771	2.0	0.0
10041_20780583_20902746	0.0	2.0
10041_20781139_20902752	0.0	3.0
10041_20782662_20902744	0.0	2.0
10041_20783139_20902746	0.0	2.0
10041_20783703_20902746	20.0	36.0
10042_20779130_20902746	0.0	28.0
10042_20779738_20902755	0.0	2.0
10042_20780166_20902752	0.0	2.0
10042_20783697_20902752	0.0	3.0
10042_20783699_20902746	2.0	0.0
10043_20779129_20902749	2.0	0.0
10044_21140545_21147415	24.0	0.0
10044_21140545_21148352	20.0	16.0
10044_21140545_21148468	4.0	0.0
10044_21140545_21148835	0.0	6.0
10044_21140545_21149081	10.0	5.0
10044_21140546_21147601	0.0	21.0
10044_21140573_21147415	0.0	11.0
10044_21140577_21147607	64.0	0.0
10044_21140582_21148835	4.0	0.0
10045_21140582_21148352	2.0	0.0
10046_21153596_21176546	3.0	0.0
10046_21153867_21176552	4.0	0.0
10046_21153907_21176562	0.0	3.0
10046_21154156_21176562	0.0	3.0
10047_21152070_21176585	0.0	2.0
10047_21153317_21176547	0.0	4.0
10047_21153595_21176562	0.0	25.0
10047_21153596_21176565	10.0	0.0
10047_21153906_21176559	22.0	0.0
10047_21153906_21176562	0.0	43.0
10047_21154156_21176569	0.0	11.0
10047_21154156_21176571	11.0	0.0
10048_21168119_21176557	5.0	0.0
10049_21176657_21177510	5.0	0.0
10049_21176661_21177511	0.0	3.0
10049_21176663_21179079	0.0	3.0
1004_30932862_31065717	3.0	0.0
10050_21302845_21344859	2.0	0.0
10051_21372566_21459360	4.0	0.0
10052_21372572_21459363	3.0	0.0
10053_21372573_21459362	16.0	0.0
10053_21375131_21459359	4.0	0.0
10053_21375133_21459339	0.0	2.0
10054_21372573_21459346	78.0	0.0
10054_21372573_21459349	0.0	210.0
10054_21372992_21459346	0.0	3.0
10055_21372572_21459363	0.0	21.0
10055_21372573_21459322	2.0	0.0
10056_21372567_21459337	6.0	0.0
10057_21372573_21459357	10.0	0.0
10057_21372577_21459346	0.0	7.0
10058_21372572_21459344	16.0	0.0
10058_21372573_21459346	0.0	51.0
10059_21372572_21459370	2.0	0.0
1005_30932862_31006005	2.0	0.0
10060_21372572_21459363	5.0	0.0
10060_21372573_21459363	0.0	9.0
10061_21372572_21459359	0.0	6.0
10061_21372572_21459362	3.0	0.0
10062_21492696_21604167	122.0	0.0
10062_21492696_21604168	0.0	166.0
10063_21510006_21604168	2.0	0.0
10064_22040971_22276518	2.0	0.0
10065_23328834_23375512	2.0	0.0
10066_23334787_23375507	0.0	5.0
10066_23337327_23375511	0.0	8.0
10066_23337679_23375512	0.0	5.0
10066_23339040_23375509	3.0	0.0
10066_23339509_23375496	0.0	2.0
10066_23339723_23375509	0.0	2.0
10066_23340742_23375525	0.0	2.0
10066_23341260_23375509	0.0	4.0
10066_23341263_23375548	2.0	0.0
10067_23353745_23375507	0.0	4.0
10067_23353745_23375551	9.0	0.0
10068_23353745_23375511	2.0	0.0
10069_23353957_23375508	2.0	0.0
10069_23353959_23375507	0.0	3.0
1006_30932862_31065724	4.0	0.0
10070_23579374_23674889	0.0	6.0
10070_23579374_23676092	0.0	222.0
10070_23579385_23676092	3.0	0.0
10071_23730189_23889421	5.0	0.0
10072_23730189_23889398	0.0	148.0
10072_23730189_23889400	54.0	0.0
10073_23882714_23889448	2.0	0.0
10074_24160690_24307066	5.0	0.0
10074_24160721_24307071	0.0	6.0
10074_24160723_24303904	9.0	0.0
10075_24251704_24307066	2.0	0.0
10076_24270517_24303904	2.0	0.0
10077_24270749_24307066	0.0	2.0
10077_24270751_24307066	2.0	0.0
10078_24270751_24304515	0.0	3.0
10078_24270766_24303904	0.0	9.0
10078_24270772_24303904	14.0	0.0
10078_24270774_24307066	48.0	36.0
10078_24270783_24304515	2.0	0.0
10079_24420926_24512778	98.0	0.0
10079_24420937_24512756	0.0	18.0
1007_31259569_31296778	16.0	0.0
1007_31259570_31296782	0.0	22.0
1007_31259676_31296782	100.0	113.0
10080_24420936_24512811	0.0	2.0
10080_24420954_24512749	2.0	0.0
10081_24420954_24512760	2.0	0.0
10082_24434509_24512760	0.0	14.0
10082_24434509_24512778	7.0	0.0
10083_24443649_24512773	3.0	0.0
10084_24456354_24512773	4.0	0.0
10085_24469972_24512778	6.0	0.0
10085_24470002_24512778	0.0	3.0
10086_24494667_24512773	3.0	0.0
10087_24420936_24512883	801.0	0.0
10087_24420936_24512899	0.0	1306.0
10088_24420936_24512778	3.0	0.0
10088_24420936_24512817	0.0	3.0
10089_24420936_24512756	0.0	24.0
10089_24420936_24512763	32.0	0.0
1008_31296994_31364933	0.0	3.0
1008_31296994_31364939	5.0	0.0
10090_24420936_24512762	16.0	0.0
10090_24420936_24512773	0.0	21.0
10091_24420936_24512778	4.0	7.0
10092_24420936_24512812	2.0	0.0
10093_24420936_24512778	0.0	2.0
10093_24420936_24512786	2.0	0.0
10094_24883039_24922841	0.0	61.0
10094_24883039_24922844	53.0	0.0
10095_24883039_24922844	0.0	5.0
10095_24883040_24922826	5.0	0.0
10096_24892838_24922850	6.0	0.0
10097_24903935_24922863	30.0	0.0
10097_24904026_24922844	0.0	16.0
10098_24905138_24922823	0.0	4.0
10098_24905139_24922850	6.0	0.0
10099_25246222_25287441	0.0	44.0
10099_25246222_25287484	9.0	0.0
10099_25247233_25287486	129.0	0.0
10099_25247233_25287521	0.0	362.0
10099_25247636_25287527	0.0	8.0
10099_25247637_25287371	4.0	0.0
1009_31296976_31348961	0.0	3.0
1009_31296997_31348961	7.0	0.0
100_207752067_207795503	54.0	0.0
10100_25247234_25287371	2.0	0.0
10101_25246222_25287371	0.0	2.0
10101_25247233_25287460	0.0	17.0
10101_25247272_25287504	2.0	0.0
10102_25301624_25340255	0.0	2.0
10102_25301624_25340755	4.0	0.0
10102_25301630_25340959	0.0	27.0
10102_25301630_25341826	2.0	0.0
10102_25301630_25342405	0.0	298.0
10102_25301630_25342421	322.0	0.0
10102_25301654_25340755	0.0	5.0
10103_25301624_25340755	2.0	0.0
10103_25301630_25342405	36.0	8.0
10104_25301630_25342407	5.0	0.0
10105_25301630_25342410	12.0	0.0
10105_25301642_25342405	0.0	14.0
10106_25301630_25342407	6.0	0.0
10106_25301632_25342407	0.0	14.0
10107_25301624_25335520	5.0	0.0
10107_25301624_25336332	15.0	0.0
10107_25301627_25336332	0.0	27.0
10107_25301639_25335520	0.0	5.0
10108_25301653_25336332	3.0	0.0
10109_25301654_25342406	2.0	0.0
1010_31297005_31364933	0.0	11.0
1010_31297018_31364933	25.0	0.0
10110_25315354_25342409	6.0	0.0
10111_25301624_25342417	7.0	0.0
10112_25301624_25342421	4.0	0.0
10113_26212759_26222461	56.0	0.0
10113_26212768_26222533	0.0	71.0
10114_26212754_26222535	0.0	380.0
10114_26212782_26222302	205.0	0.0
10114_26213090_26221807	0.0	2.0
10115_26212782_26222320	2.0	0.0
10116_26212782_26222308	234.0	0.0
10116_26212782_26222533	0.0	290.0
10117_26212782_26221832	5.0	3.0
10118_26212782_26221804	4.0	0.0
10118_26212782_26221842	0.0	3.0
10119_26212782_26222290	0.0	4.0
10119_26212782_26222310	5.0	0.0
1011_31297048_31348961	2.0	0.0
10120_26212782_26221810	3.0	0.0
10120_26212782_26221820	0.0	8.0
10121_26253895_26405234	76.0	0.0
10121_26253931_26405234	0.0	90.0
10122_26254107_26405234	2.0	0.0
10123_26254128_26405234	5.0	0.0
10124_26254146_26405234	4.0	0.0
10125_27066149_27171785	53.0	0.0
10125_27066155_27171782	0.0	24.0
10125_27068300_27171808	4.0	0.0
10126_27066153_27171810	2.0	0.0
10127_27066155_27132674	11.0	0.0
10128_27066155_27171438	2.0	0.0
10129_27066155_27113634	2.0	0.0
1012_31413205_31434677	45.0	0.0
10130_27095735_27171812	2.0	0.0
10131_27251343_27256563	7.0	0.0
10132_27251576_27256283	2.0	0.0
10132_27251579_27256283	0.0	2.0
10133_27424597_27435686	2.0	0.0
10134_27424622_27435686	97.0	0.0
10134_27424624_27435686	0.0	76.0
10135_27435645_27450150	0.0	2.0
10135_27435645_27450179	3.0	0.0
10136_27435645_27450585	5.0	0.0
10137_27435645_27450575	8.0	0.0
10138_27435646_27450182	2.0	0.0
10139_27545914_27620598	8.0	0.0
1013_31423551_31434675	7.0	0.0
1013_31423727_31434680	0.0	3.0
10140_27545914_27620578	38.0	34.0
10141_27550318_27620515	2.0	0.0
10142_27621874_27623446	11.0	0.0
10142_27621891_27623445	0.0	3.0
10143_27621887_27667410	63.0	0.0
10143_27621891_27666268	0.0	2.0
10143_27621891_27666325	6.0	0.0
10143_27621891_27667410	0.0	64.0
10144_27919979_27926223	2.0	0.0
10145_28138196_28295332	7.0	0.0
10146_28138214_28295332	3.0	0.0
10147_28300354_28430058	2.0	0.0
10148_28368094_28430047	4.0	0.0
10149_28385648_28430027	5.0	0.0
1014_31423720_31434674	2.0	0.0
10150_28389690_28430160	2.0	0.0
10151_28659113_28678495	0.0	3.0
10151_28659129_28678912	7.0	0.0
10151_28659132_28678198	0.0	28.0
10151_28659132_28678494	13.0	0.0
10151_28659148_28678198	108.0	0.0
10152_28700082_28718996	11.0	0.0
10152_28700533_28718996	0.0	5.0
10152_28700718_28718996	0.0	12.0
10153_28700081_28718996	0.0	64.0
10153_28700083_28718996	2.0	0.0
10154_28700082_28718999	0.0	2.0
10154_28700083_28718991	2.0	0.0
10155_29509409_29595654	36.0	0.0
10155_29509414_29595720	0.0	6.0
10156_29509410_29595688	0.0	368.0
10156_29509414_29595681	192.0	0.0
10156_29509771_29595680	7.0	0.0
10156_29509781_29595686	0.0	47.0
10156_29512615_29595720	11.0	0.0
10156_29512616_29595703	0.0	10.0
10156_29513604_29595720	2.0	0.0
10156_29513632_29595686	0.0	5.0
10156_29513956_29595654	2.0	0.0
10156_29513956_29595715	0.0	4.0
10157_29516808_29595654	2.0	0.0
10158_29509414_29595677	3.0	4.0
10159_29509414_29595688	0.0	12.0
10159_29512613_29595729	2.0	0.0
1015_31629866_31644876	124.0	50.0
10160_29764372_29850372	9.0	0.0
10160_29765257_29850337	4.0	0.0
10160_29765264_29850345	0.0	4.0
10160_29765600_29850343	0.0	23.0
10161_30208040_30307494	0.0	2.0
10161_30208041_30307506	2.0	0.0
10162_30340266_30377002	3.0	0.0
10163_30340266_30376945	2.0	0.0
10164_30340271_30377223	2.0	0.0
10165_30340273_30373921	2.0	0.0
10166_30340362_30376939	2.0	0.0
10167_30340363_30374689	2.0	0.0
10168_30416252_30422248	8.0	0.0
10168_30418338_30422246	2.0	0.0
10169_30445733_30447939	2.0	0.0
1016_31629867_31644876	2.0	0.0
10170_30458752_30465911	125.0	91.0
10170_30459420_30465933	2.0	0.0
10170_30459420_30465935	0.0	2.0
10170_30459797_30465930	370.0	0.0
10170_30459852_30465905	0.0	312.0
10170_30460754_30465933	2.0	0.0
10170_30460892_30465912	375.0	0.0
10170_30460895_30465912	0.0	142.0
10170_30461075_30465936	0.0	2.0
10170_30461263_30465911	84.0	0.0
10170_30461403_30465933	232.0	0.0
10170_30461469_30465912	0.0	49.0
10171_30458803_30465933	3.0	0.0
10171_30459853_30465884	0.0	2.0
10171_30459853_30465903	3.0	0.0
10171_30460893_30465883	2.0	0.0
10171_30460893_30465935	0.0	14.0
10171_30461240_30465911	2.0	0.0
10172_30463288_30465933	11.0	0.0
10172_30463288_30465942	0.0	2.0
10173_30617919_30660760	3.0	0.0
10173_30617930_30659549	22.0	0.0
10173_30617936_30659549	0.0	15.0
10174_30617919_30659549	3.0	0.0
10174_30617933_30659549	0.0	4.0
10175_30617919_30659549	5.0	0.0
10175_30617930_30659549	0.0	7.0
10176_30617927_30659549	41.0	56.0
10176_30617936_30660760	10.0	0.0
10177_30617931_30659549	13.0	0.0
10177_30617936_30659549	0.0	14.0
10178_30735544_30764423	5.0	0.0
10178_30735544_30764425	0.0	2.0
10179_31135032_31162013	0.0	2.0
10179_31135033_31161904	2.0	0.0
10179_31135281_31162016	0.0	4.0
10179_31135282_31162013	2.0	0.0
10179_31135435_31161905	0.0	2.0
10179_31136404_31162013	0.0	8.0
10179_31136627_31161945	96.0	0.0
10179_31136627_31161958	0.0	190.0
10179_31136771_31162016	0.0	4.0
10179_31136962_31162010	0.0	19.0
10179_31136963_31161993	9.0	0.0
10179_31137347_31162003	25.0	0.0
10179_31137429_31162010	0.0	61.0
10179_31137480_31161991	32.0	0.0
1017_31629868_31644896	2.0	0.0
10180_31138537_31161945	6.0	0.0
10180_31138537_31162010	0.0	10.0
10181_31138839_31162007	2.0	0.0
10182_31140203_31161991	152.0	0.0
10182_31140261_31162010	0.0	160.0
10183_31141214_31161868	0.0	4.0
10183_31141214_31161899	9.0	0.0
10184_31143790_31162003	0.0	56.0
10184_31143790_31162013	54.0	0.0
10185_31145726_31162003	6.0	0.0
10186_31136626_31161945	2.0	0.0
10186_31136628_31161945	0.0	6.0
10187_31136628_31161949	0.0	2.0
10187_31136628_31162010	2.0	0.0
10188_31136627_31162013	0.0	10.0
10188_31136628_31162030	6.0	0.0
10189_31199965_31330864	0.0	2.0
10189_31199974_31331520	4.0	0.0
10189_31199974_31331525	0.0	3.0
10189_31200005_31332272	0.0	3.0
1018_31908252_31937805	3.0	0.0
1018_31908660_31937807	0.0	5.0
10190_32031714_32296613	5.0	0.0
10191_32031726_32278836	2.0	0.0
10192_32124599_32278836	2.0	0.0
10193_32315479_32336541	0.0	2.0
10193_32315494_32336541	3.0	0.0
10193_32315507_32336785	0.0	6.0
10194_32339881_32379495	2.0	0.0
10195_32400723_32428176	2.0	0.0
10195_32400723_32428178	0.0	4.0
10195_32401581_32428130	17.0	0.0
10195_32401665_32428289	0.0	14.0
10195_32401733_32428148	19.0	0.0
10196_32516893_32538795	5.0	5.0
10196_32517621_32538792	10.0	0.0
10196_32517621_32538795	0.0	11.0
10197_32516893_32538795	12.0	19.0
10197_32517616_32538825	0.0	29.0
10197_32517621_32538795	43.0	0.0
10197_32517763_32538795	3.0	0.0
10197_32517784_32538795	0.0	2.0
10198_32533539_32538795	2.0	0.0
10199_32586434_32775901	0.0	2.0
10199_32586451_32775907	8.0	0.0
10199_32586506_32776740	2.0	0.0
1019_32037947_32043879	18.0	0.0
101_207752055_207795234	2.0	0.0
101_207752067_207795510	0.0	138.0
101_207752073_207795503	114.0	0.0
101_207752075_207794959	2.0	0.0
10200_32586448_32758206	112.0	0.0
10200_32586454_32758206	0.0	127.0
10201_32586437_32776106	0.0	2.0
10201_32586451_32775124	5.0	0.0
10201_32586454_32775512	2.0	0.0
10201_32586454_32775905	41.0	0.0
10201_32586454_32775907	0.0	114.0
10201_32586454_32778022	9.0	0.0
10201_32586455_32777285	0.0	2.0
10201_32586467_32775509	0.0	11.0
10201_32586493_32775090	0.0	11.0
10201_32586499_32776839	0.0	2.0
10201_32586539_32777155	0.0	2.0
10202_32586454_32777810	0.0	5.0
10202_32586454_32777819	2.0	0.0
10202_32586486_32778017	0.0	6.0
10202_32586549_32776739	0.0	2.0
10203_33033718_33066125	5.0	0.0
10204_33103142_33205990	14.0	0.0
10204_33103161_33205975	0.0	4.0
10204_33103262_33206001	6.0	0.0
10204_33103991_33206024	0.0	2.0
10204_33103994_33206009	6.0	0.0
10204_33104981_33205951	2.0	0.0
10204_33104982_33206050	0.0	2.0
10204_33105172_33205951	0.0	2.0
10204_33105187_33206024	30.0	0.0
10205_33105172_33676782	2.0	0.0
10206_33117485_33206024	8.0	0.0
10206_33117548_33206003	0.0	2.0
10207_33117548_33676817	2.0	0.0
10208_33103263_33206009	2.0	0.0
10209_33103993_33205951	2.0	0.0
1020_32072930_32102861	0.0	2.0
1020_32072934_32102861	10.0	0.0
10210_33679421_33687171	2.0	0.0
10211_33818077_33837499	251.0	0.0
10211_33818079_33837131	5.0	0.0
10211_33818143_33837504	0.0	358.0
10212_33818148_33966557	2.0	0.0
10213_33818152_33837499	0.0	4.0
10213_33818160_33837492	2.0	0.0
10214_36303019_36346763	3.0	0.0
10214_36303607_36346750	0.0	4.0
10214_36303607_36346758	5.0	0.0
10214_36303718_36346761	5.0	0.0
10215_36303600_36346752	0.0	4.0
10215_36303607_36346759	5.0	0.0
10216_36303019_36346392	0.0	3.0
10216_36303607_36346363	7.0	0.0
10216_36303607_36346430	0.0	6.0
10216_36303716_36346444	0.0	4.0
10216_36303718_36346399	3.0	0.0
10217_36432494_36442869	8.0	0.0
10218_36949563_36999354	0.0	3.0
10218_36949846_36999340	35.0	0.0
10218_36949848_36999340	0.0	21.0
10219_37000785_37009398	0.0	5.0
10219_37000787_37009398	14.0	0.0
1021_32072934_32102861	4.0	5.0
10220_37009315_37059681	2.0	0.0
10221_37009316_37059686	5.0	0.0
10222_37009315_37059684	0.0	5.0
10222_37009490_37059686	3.0	0.0
10222_37009499_37059678	0.0	4.0
10223_37009315_37059663	2.0	0.0
10223_37009491_37059659	6.0	0.0
10224_37009319_37059609	0.0	2.0
10224_37009491_37059686	3.0	0.0
10225_37009315_37059686	0.0	3.0
10225_37009491_37059684	2.0	0.0
10225_37009499_37059681	0.0	7.0
10226_37009495_37059676	2.0	0.0
10227_37009316_37059659	0.0	17.0
10227_37009316_37059666	9.0	0.0
10227_37009495_37059662	10.0	0.0
10227_37009499_37059659	0.0	15.0
10228_37009496_37059686	2.0	0.0
10228_37009499_37059666	0.0	2.0
10229_37009496_37059659	2.0	0.0
1022_32072938_32102861	0.0	6.0
1022_32072965_32102861	14.0	0.0
10230_37009315_37059686	0.0	3.0
10230_37009499_37059678	2.0	0.0
10231_37009315_37059696	2.0	0.0
10232_37009499_37059659	2.0	0.0
10233_37009316_37059663	0.0	22.0
10233_37009316_37059678	5.0	0.0
10233_37009499_37059656	0.0	31.0
10233_37009499_37059662	11.0	0.0
10234_37009499_37059678	4.0	0.0
10235_37009316_37059663	14.0	0.0
10235_37009499_37059672	7.0	0.0
10235_37009499_37059676	0.0	8.0
10236_37009316_37059659	0.0	53.0
10236_37009316_37059666	34.0	0.0
10236_37009499_37059659	0.0	36.0
10236_37009499_37059666	39.0	0.0
10237_37023561_37059686	3.0	0.0
10238_37009316_37059659	0.0	3.0
10238_37009316_37059686	3.0	0.0
10239_37009316_37059686	2.0	0.0
10239_37009499_37059663	0.0	5.0
1023_32072965_32102861	2.0	0.0
10240_38349853_38363001	0.0	11.0
10240_38349887_38363005	5.0	0.0
10241_38349887_38362902	2.0	0.0
10242_38349834_38360847	5.0	0.0
10242_38349858_38363000	210.0	541.0
10243_38349853_38363000	13.0	0.0
10243_38349855_38363000	0.0	68.0
10244_38349858_38363000	6.0	18.0
10245_38349858_38363000	5.0	0.0
10245_38349861_38363000	0.0	13.0
10246_39009865_39038049	4.0	0.0
10246_39009866_39038111	0.0	4.0
10246_39010152_39038087	13.0	0.0
10246_39010152_39038096	0.0	9.0
10246_39011143_39038083	0.0	10.0
10246_39011147_39038096	7.0	0.0
10247_39009865_39038095	0.0	2.0
10247_39010152_39038063	6.0	0.0
10247_39010152_39038096	0.0	7.0
10247_39011143_39038083	2.0	0.0
10248_39011143_39038115	2.0	0.0
10249_39009784_39038096	0.0	121.0
10249_39011143_39038063	85.0	0.0
1024_32108044_32171436	2.0	0.0
1024_32108054_32171436	0.0	2.0
1024_32108077_32173172	0.0	25.0
1024_32108080_32173173	15.0	0.0
10250_39009865_39023080	2.0	0.0
10251_39010152_39038096	2.0	0.0
10252_39038314_39050105	2.0	0.0
10252_39038340_39050105	0.0	6.0
10253_39038358_39048352	5.0	0.0
10253_39038390_39050105	65.0	0.0
10253_39038421_39050106	0.0	91.0
10254_39038421_39050105	0.0	15.0
10254_39038448_39050105	34.0	0.0
10255_39342895_39603171	0.0	35.0
10255_39342895_39603181	8.0	0.0
10256_39655661_39752202	25.0	0.0
10256_39655673_39752202	0.0	13.0
10256_39655678_39751956	0.0	2.0
10256_39655678_39752499	242.0	259.0
10256_39655678_39752639	0.0	51.0
10256_39655685_39751500	29.0	30.0
10256_39655685_39752608	53.0	0.0
10257_39665094_39752500	2.0	0.0
10258_39655676_39752608	3.0	0.0
10258_39655678_39752499	0.0	7.0
10258_39655702_39752499	5.0	0.0
10259_39655676_39752500	2.0	0.0
1025_32157344_32173173	2.0	0.0
10260_39655676_39751500	2.0	0.0
10261_39655670_39752500	0.0	6.0
10261_39655678_39752202	3.0	0.0
10261_39655678_39752608	0.0	2.0
10262_40729305_40771190	31.0	26.0
10262_40729415_40771169	0.0	4.0
10262_40729415_40771190	5.0	0.0
10263_40789523_40809829	2.0	0.0
10264_40874166_40921740	2.0	0.0
10265_41061520_41076234	8.0	0.0
10265_41061548_41076238	0.0	4.0
10266_41061500_41083074	0.0	3.0
10266_41061520_41083997	0.0	16.0
10266_41061523_41083997	23.0	0.0
10266_41061528_41083068	8.0	0.0
10267_41068559_41083997	2.0	0.0
10268_40931240_41019301	17.0	0.0
10268_40931240_41019316	0.0	18.0
10268_40931800_41019316	0.0	10.0
10268_40931808_41019316	6.0	0.0
10268_40931925_41019316	8.0	7.0
10268_40932231_41019303	252.0	0.0
10268_40932231_41019316	0.0	172.0
10269_40932029_41060953	3.0	0.0
10269_40932231_41060940	2.0	0.0
1026_32108046_32173173	5.0	0.0
1026_32108055_32173173	0.0	4.0
10270_40932030_41019331	2.0	0.0
10271_40931925_41019316	2.0	0.0
10271_40932030_41019301	7.0	0.0
10271_40932231_41019316	2.0	4.0
10272_40931240_40982894	0.0	4.0
10272_40931917_40982899	0.0	2.0
10272_40931917_40982920	7.0	0.0
10272_40932031_40982896	150.0	173.0
10272_40932231_40982896	0.0	71.0
10272_40932231_40982980	3.0	0.0
10273_40932037_41060953	351.0	0.0
10273_40932037_41060955	0.0	400.0
10274_40932038_41019294	14.0	0.0
10274_40932038_41019316	0.0	9.0
10274_40932231_41019331	0.0	4.0
10275_40931242_41019301	2.0	0.0
10275_40932030_41019316	0.0	8.0
10275_40932038_41019316	6.0	0.0
10275_40932231_41019301	3.0	2.0
10276_40932028_41061768	64.0	0.0
10276_40932037_41061397	0.0	79.0
10276_40932231_41061414	0.0	45.0
10276_40932231_41061480	42.0	0.0
10277_40932231_41019302	2.0	0.0
10278_40932030_41019316	0.0	2.0
10278_40932231_41019327	3.0	0.0
10279_40932231_41019302	4.0	0.0
1027_32108055_32171422	0.0	45.0
1027_32108055_32173173	0.0	282.0
1027_32108063_32171436	27.0	0.0
1027_32108064_32173172	191.0	0.0
1027_32108080_32172614	0.0	2.0
10280_40932030_41019324	0.0	5.0
10280_40932231_41019316	0.0	3.0
10280_40932231_41019324	2.0	0.0
10281_40940126_40982908	2.0	0.0
10281_40940147_40982886	0.0	3.0
10282_40949818_41061431	2.0	0.0
10283_40932026_41019316	47.0	0.0
10283_40932038_41019316	0.0	7.0
10283_40932231_41019305	0.0	6.0
10284_40932028_40982984	2.0	0.0
10285_41189834_41194534	4.0	0.0
10286_41216375_41263587	3.0	0.0
10287_41216375_41263576	4.0	0.0
10288_41216969_41263562	2.0	0.0
10289_41233888_41263576	3.0	0.0
1028_32108089_32173173	2.0	0.0
10290_41311229_41333523	2.0	0.0
10291_41311230_41369199	5.0	0.0
10291_41311244_41369199	0.0	11.0
10292_41311263_41377026	0.0	12.0
10292_41311263_41377030	5.0	0.0
10293_41311266_41377030	2.0	0.0
10294_41566819_41961106	0.0	198.0
10294_41566823_41961118	100.0	0.0
10294_41567347_41961106	0.0	23.0
10294_41568147_41961108	0.0	3.0
10295_41566836_41961108	0.0	3.0
10295_41566842_41961075	2.0	0.0
10296_41566836_41961077	0.0	2.0
10296_41567347_41961113	2.0	0.0
10297_41719338_41961104	0.0	36.0
10297_41719338_41961106	25.0	0.0
10298_42272123_42323253	2.0	0.0
